AnimalId,DOB,Sex,BehaviorMom,Sire,Dam 
AE1,7/18/2017,m,2M0,3I3,2M0
AE2,6/30/2017,m,2J5,5L2,2J5
AE3,6/13/2017,m,9P7,5I0,9P7
AE4,7/19/2017,m,6C2,46Z,6C2
AE5,7/15/2017,m,7I8,5K0,7I8
AE6,6/10/2017,m,93O,8C9,93O
AE7,8/3/2016,f,7J7,6F1,7J7
AE8,7/13/2016,f,8O9,46Z,8O9
AE9,7/23/2017,m,6L1,2D0,6L1
AF0,6/27/2016,m,9N6,76Z,9N6
AF1,7/21/2016,m,4F1,6F1,4F1
AF2,6/14/2016,f,1J7,0L1,1J7
AF3,6/5/2017,f,6D9,2K9,6D9
AF4,9/7/2017,F,7A6,3M9,7A6
AF5,7/26/2017,m,1E7,4L9,1E7
AF6,7/17/2017,m,3F5,6F1,3F5
AF7,7/1/2017,f,9H9,4C3,9H9
AF8,6/15/2017,f,9J5,4L9,9J5
AF9,7/19/2016,m,3F4,6C6,3F4
AG,3/18/1958,m,084,,
AG0,8/29/2016,f,7A6,3I5,7A6
AG1,8/2/2017,m,7Q0,2L6,7Q0
AG2,7/6/2017,f,5A1,8K6,5A1
AG3,7/27/2017,f,28I,8C3,28I
AG4,6/18/2017,m,76J,2D0,76J
AG5,7/11/2017,m,5Q7,6A9,5Q7
AG6,9/10/2017,M,7K1,0J8,7K1
AG7,7/20/2017,f,1G1,0J4,1G1
AG8,9/15/2016,f,5E8,33T,5E8
AG9,8/20/2016,f,9M8,5B0,9M8
AH,1/1/1958,f,049,,
AH0,7/13/2017,m,3D9,4E2,3D9
AH1,7/22/2017,f,4C5,7L8,4C5
AH2,8/2/2017,m,4S7,2K4,4S7
AH3,7/13/2017,m,7K8,0E3,7K8
AH4,7/10/2017,m,0M6,4H2,0M6
AH5,7/25/2017,m,5K9,6N2,5K9
AH6,6/23/2016,f,2J5,3I5,2J5
AH7,6/13/2016,m,1E2,2D0,1E2
AH8,7/18/2017,m,8R7,2K6,8R7
AH9,8/24/2017,m,1Q7,2K4,1Q7
AI0,8/31/2016,f,4O4,3J7,4O4
AI1,7/16/2017,m,00V,2K4,00V
AI2,7/26/2016,m,6D6,76Z,6D6
AI3,7/14/2018,m,6C0,2J6,6C0
AI4,6/19/2018,f,5G9,3L3,5G9
AI5,6/26/2018,m,9Q9,1J8,9Q9
AI6,6/17/2018,f,0I5,1J2,0I5
AI7,8/22/2018,f,63V,9E5,63V
AI8,7/23/2018,m,6Q2,9I0,6Q2
AI9,8/26/2018,m,5T1,37N,5T1
AJ,2/26/1958,f,102,,
AJ0,7/21/2018,m,6T1,2I2,6T1
AJ1,6/24/2018,m,1K5,9H2,1K5
AJ2,8/17/2018,f,7U3,7B2,7U3
AJ3,6/22/2018,m,9H7,04Z,9H7
AJ4,7/12/2018,f,43F,9D1,43F
AJ5,7/16/2018,m,1L4,5J5,1L4
AJ6,5/29/2018,f,0K2,0L1,0K2
AJ7,6/1/2018,f,8P8,9D1,8P8
AJ8,5/23/2018,m,2N6,0O6,2N6
AJ9,7/7/2018,m,5K3,9E5,5K3
AK,1/1/1958,m,?,,
AK0,7/1/2018,m,8J0,7J6,8J0
AK1,7/27/2018,f,6O0,2J6,6O0
AK2,9/8/2018,f,5C0,9D1,5C0
AK3,7/17/2018,m,0K7,3L3,0K7
AK4,8/15/2018,f,8J6,2C9,8J6
AK5,8/25/2018,f,2J8,2C9,2J8
AK6,7/15/2018,m,1H6,0E3,1H6
AK7,6/5/2018,m,8N1,9I0,8N1
AK8,9/17/2018,m,2A7,07D,2A7
AK9,9/10/2018,f,79Z,8C2,79Z
AL,1/1/1957,m,BU,,
AL0,6/23/2018,f,1L5,0L1,1L5
AL1,7/13/2018,m,4C2,0L1,4C2
AL2,7/18/2018,m,9N3,9I0,9N3
AL3,7/17/2018,f,3E2,0L1,3E2
AL4,8/24/2018,F,64P,2J6,64P
AL5,7/17/2018,f,2H3,3L2,2H3
AL6,6/10/2018,m,8Q3,2O1,8Q3
AL7,7/20/2018,f,82Z,9I4,82Z
AL8,5/25/2018,f,1K8,5E4,1K8
AL9,8/1/2018,m,3G2,0G9,3G2
AM,3/21/1958,f,080,,
AM0,10/5/2018,m,98T,8C0,98T
AM1,6/10/2018,m,04N,9D1,04N
AM2,9/11/2018,m,5T5,7E1,5T5
AM3,6/24/2018,m,28J,5G3,28J
AM4,8/27/2018,f,6Q4,6B2,6Q4
AM5,8/9/2018,m,1K3,1J8,1K3
AM6,7/12/2018,m,9I6,3L3,9I6
AM7,6/13/2018,f,6C5,3L3,6C5
AM8,7/31/2018,m,2J2,9H2,2J2
AM9,8/18/2018,m,0A9,73V,0A9
AN,3/15/1958,m,116,,
AN0,7/17/2018,f,0T5,9D1,0T5
AN1,7/4/2018,m,9M4,8D8,9M4
AN2,6/11/2018,f,2L8,9D1,2L8
AN3,9/18/2018,m,5K9,8D8,5K9
AN4,9/3/2018,f,8U3,8D8,8U3
AN5,7/11/2018,f,90P,1J2,90P
AN6,9/15/2018,f,0G5,9D1,0G5
AN7,7/14/2018,f,8J8,3L3,8J8
AN8,7/31/2018,m,9D8,8D2,9D8
AN9,8/15/2018,m,97R,4G6,97R
AO0,8/1/2018,f,82V,3L2,82V
AO1,9/21/2018,f,9N4,7B2,9N4
AO2,8/11/2018,m,9C7,7B3,9C7
AO3,6/5/2018,m,9M6,0L1,9M6
AO4,9/10/2018,f,8H1,8D8,8H1
AO5,8/13/2018,m,3D1,7B3,3D1
AO6,7/12/2018,m,4A9,3I2,4A9
AO7,6/7/2018,f,8M2,9I4,8M2
AO8,7/18/2018,m,74K,2L6,74K
AO9,10/17/2018,m,0B4,2C6,0B4
AP,1/1/1958,m,CU,,
AP0,7/18/2018,f,5K7,0L1,5K7
AP1,8/10/2018,f,93Z,2N4,93Z
AP2,6/9/2018,f,7P9,2J6,7P9
AP3,6/4/2018,f,5Q8,6N0,5Q8
AP4,7/22/2018,f,0U1,6I1,0U1
AP5,7/31/2018,m,55V,5J5,55V
AP6,5/30/2018,f,7P1,7K7,7P1
AP7,6/28/2018,m,29Z,1N3,29Z
AP8,6/26/2018,f,4S1,7I5,4S1
AP9,8/6/2018,f,52P,30V,52P
AQ,1/1/1954,m,?,,
AQ0,6/20/2018,m,0T4,6F0,0T4
AQ1,7/28/2018,m,7N7,8A9,7N7
AQ2,6/23/2018,f,0U4,4P1,0U4
AQ3,6/18/2018,m,3S4,4P1,3S4
AQ4,7/4/2018,m,2E8,3L1,2E8
AQ5,7/16/2018,m,3D4,0E8,3D4
AQ6,7/12/2018,m,2D1,3I2,2D1
AQ7,8/6/2018,m,2P0,7M4,2P0
AQ8,7/25/2018,f,3L9,9I4,3L9
AQ9,7/7/2018,f,6J4,2J6,6J4
AR,1/1/1958,m,EA,,
AR0,6/19/2018,f,7M5,0G9,7M5
AR1,7/18/2018,f,4N6,7J6,4N6
AR2,7/20/2018,m,0C6,5J5,0C6
AR3,7/31/2018,f,5D9,7J6,5D9
AR4,6/11/2018,f,7U7,73V,7U7
AR5,6/7/2018,f,9N1,0L1,9N1
AR6,5/28/2018,f,8M0,2O1,8M0
AR7,7/14/2018,m,6M9,3I2,6M9
AR8,9/4/2018,m,7I4,9I4,7I4
AR9,6/7/2018,m,7Q4,2O1,7Q4
AS,2/10/1959,f,090,,
AS0,8/15/2018,f,0A4,8C0,0A4
AS1,8/31/2018,m,9Q1,7K7,9Q1
AS2,7/4/2018,f,6K1,4M3,6K1
AS3,6/26/2018,m,5P1,2O1,5P1
AS4,10/16/2018,m,4H3,43P,4H3
AS5,5/30/2018,m,2M6,6L8,2M6
AS6,7/9/2018,m,0M5,5G2,0M5
AS7,6/23/2018,f,1M4,3I3,1M4
AS8,7/30/2018,m,1L7,5P8,1L7
AS9,5/29/2018,m,5Q6,2Q9,5Q6
AT,1/1/1953,f,?,,
AT0,6/19/2018,m,2J5,5G2,2J5
AT1,5/28/2018,m,5M1,1J3,5M1
AT2,6/14/2018,f,0C8,1J8,0C8
AT3,8/6/2018,f,33V,7B3,33V
AT4,8/31/2018,f,4M2,53N,4M2
AT5,6/26/2018,m,7M9,0C9,7M9
AT6,8/1/2018,f,4P4,0H3,4P4
AT63,2/1/1963,f,AT,,
AT7,7/25/2018,m,2M1,1M1,2M1
AT8,7/9/2018,f,3J5,1M1,3J5
AT9,6/17/2018,m,4H7,0H3,4H7
AU,1/1/1958,f,035,,
AU0,6/17/2018,f,3I4,1J8,3I4
AU1,8/5/2018,m,1U0,0H3,1U0
AU2,7/18/2018,m,8I6,2O1,8I6
AU3,6/1/2018,m,4R1,1P5,4R1
AU4,6/4/2018,m,6M7,0L5,6M7
AU5,6/20/2018,m,3M5,1M3,3M5
AU6,6/13/2018,f,3Q4,2Q9,3Q4
AU7,7/23/2018,f,0E1,1M1,0E1
AU8,6/5/2018,f,16Z,3M9,16Z
AU9,5/30/2018,m,4M5,9I2,4M5
AV,1/1/1958,m,122,,
AV0,7/18/2018,m,6K7,1M1,6K7
AV1,6/5/2018,f,4F5,5L2,4F5
AV2,7/7/2018,m,4Q7,2D7,4Q7
AV3,5/24/2018,m,9O4,6L8,9O4
AV4,6/3/2018,f,2R7,5L2,2R7
AV5,8/28/2018,f,0I7,2I1,0I7
AV6,6/13/2018,m,0I6,0L1,0I6
AV7,7/12/2018,f,2D4,1J8,2D4
AV8,6/24/2018,m,8A5,3I3,8A5
AV9,6/21/2018,m,5M9,5D1,5M9
AW,1/1/1954,f,?,,
AW0,6/17/2018,f,6P1,7H9,6P1
AW1,6/25/2018,m,2R5,9K4,2R5
AW2,6/23/2018,f,4A5,3M9,4A5
AW3,6/11/2018,f,5R3,0E8,5R3
AW4,6/26/2018,f,9L7,5P8,9L7
AW5,8/22/2018,m,1M0,3I3,1M0
AW6,6/13/2018,f,3M7,3I2,4P3
AW7,9/16/2018,m,4T7,5G2,4T7
AW8,6/3/2018,f,3J3,2Q9,3J3
AW9,8/10/2018,m,8A3,3M9,8A3
AX,2/15/1959,m,AW,,
AX0,5/22/2018,m,3B1,5G2,3B1
AX1,7/11/2018,m,4I1,0J9,4I1
AX2,8/6/2018,f,0E2,3M9,0E2
AX3,7/31/2018,m,4B2,5L2,4B2
AX4,6/19/2018,m,4Q3,3M9,4Q3
AX5,7/17/2018,f,4A0,3I3,4A0
AX6,6/24/2018,m,4R6,2C9,4R6
AX7,6/1/2018,m,2C8,7H0,2C8
AX8,7/13/2018,m,4I4,5G2,4I4
AX9,7/6/2018,f,52Z,7O4,52Z
AY,1/1/1957,f,064,,
AY0,6/8/2018,f,5U5,5N5,5U5
AY1,8/23/2018,m,5E8,0J4,5E8
AY2,11/21/2017,m,51Z,0M1,51Z
AY3,7/10/2018,m,3H6,67Z,3H6
AY4,7/3/2018,f,4R0,0G9,4R0
AY5,6/22/2018,m,4O4,5J1,4O4
AY6,7/27/2018,m,8R5,2K3,8R5
AY7,8/24/2018,f,1G1,2K3,1G1
AY8,7/4/2017,f,8N3,2K3,8N3
AY9,8/8/2016,f,3H0,0L4,3H0
AZ,1/1/1958,m,?,,
AZ0,10/9/2017,F,0M4,61R,0M4
AZ1,8/26/2018,f,7K8,1H9,7K8
AZ2,9/14/2017,F,1K1,32Z,1K1
AZ3,6/22/2018,m,7C4,2K3,7C4
AZ4,8/20/2016,f,4J4,2K4,4J4
AZ5,8/11/2017,m,3H0,2H6,3H0
AZ6,7/12/2016,f,53Z,30Z,53Z
AZ7,8/13/2016,f,1I7,5E6,1I7
AZ8,8/22/2016,m,1G1,4E2,1G1
AZ9,8/1/2017,m,1I7,19T,1I7
B00,3/9/1980,m,476,,
B01,2/18/1980,m,471,481,
B02,1/4/1980,m,573,,
B03,3/1/1980,f,679,,
B04,1/20/1980,f,723,481,
B05,1/12/1980,m,8J,,
B06,2/4/1980,m,546,,
B07,1/19/1980,m,613,,
B08,2/10/1980,f,508,,
B09,3/17/1980,m,317,,
B1,3/22/1965,f,JE,,
B10,1/23/1980,f,501,,
B11,3/8/1980,f,233,,
B12,1/12/1980,f,777,,
B13,12/25/1979,f,558,,
B14,3/17/1980,f,740,,
B15,2/3/1980,m,293,,
B16,3/7/1980,f,734,,734
B17,1/7/1980,f,656,,
B18,3/18/1980,m,Z1,,
B19,3/10/1980,f,A6,,
B2,3/13/1965,m,118,,
B20,1/17/1980,f,9H,,
B21,3/19/1980,m,709,,
B22,3/18/1980,f,784,,
B23,1/24/1980,m,763,,
B24,1/25/1980,m,490,,
B25,2/5/1980,f,565,,
B26,1/31/1980,f,644,,
B27,1/28/1980,m,625,,
B28,1/22/1980,f,563,,
B29,1/31/1980,f,624,,
B3,3/2/1965,m,EW,,
B30,1/25/1980,f,682,,
B31,1/27/1980,m,320,,
B32,2/10/1980,f,486,,
B33,2/2/1980,m,420,,
B34,1/27/1980,f,458,,
B35,1/29/1980,f,7H,,
B36,1/23/1980,m,327,,
B37,2/17/1980,f,601,,
B38,3/6/1980,f,N2,,
B39,4/8/1980,m,736,,
B4,4/18/1965,m,076,,
B40,4/7/1980,m,522,,
B41,1/18/1980,f,518,,
B42,2/12/1980,m,692,,
B43,3/23/1980,f,514,,
B44,2/24/1980,f,517,,
B45,3/9/1980,m,762,,
B46,3/14/1980,f,681,,
B47,2/23/1980,m,8K,,
B48,1/28/1980,f,G8,,
B49,4/9/1980,f,655,,
B5,2/24/1965,m,HD,,
B50,2/20/1980,m,612,,
B51,3/8/1980,m,P8,,
B52,2/2/1980,f,571,,
B53,5/3/1980,m,306,,
B54,3/17/1980,m,W,,
B55,2/12/1980,m,693,,
B56,3/16/1980,f,297,,
B57,3/7/1980,f,7L,,
B58,2/23/1980,m,511,,
B59,1/26/1980,f,234,,
B6,3/23/1965,m,105,,
B60,2/4/1980,f,262,,
B61,4/11/1980,m,747,,
B62,2/6/1980,m,443,,
B63,3/8/1980,f,498,,
B64,4/14/1980,f,348,,348
B65,4/27/1980,f,454,,
B66,4/27/1980,f,497,,
B67,4/24/1980,m,503,,
B68,2/27/1980,f,310,,
B69,2/9/1980,m,746,,
B7,3/3/1965,f,DC,,
B70,1/14/1980,f,674,,
B71,2/17/1980,m,584,,
B72,1/5/1980,f,576,,
B73,2/7/1980,f,446,,
B74,2/12/1980,f,287,,
B75,2/9/1980,f,510,,
B76,3/5/1980,m,FB,,
B77,3/27/1980,m,K1,,
B78,1/5/1980,f,603,,
B79,2/6/1980,m,308,,
B8,3/14/1965,m,003,,
B80,3/12/1980,f,238,,
B81,3/11/1980,f,WX,,
B82,2/3/1980,f,472,,
B83,1/2/1980,m,643,,
B84,2/21/1980,f,YL,,
B85,2/17/1980,f,530,,
B86,2/8/1980,m,291,,
B87,2/13/1980,f,789,,
B88,2/14/1980,m,724,,
B89,3/23/1980,f,704,,
B9,4/27/1965,f,LS,,
B90,2/18/1980,m,783,,
B91,4/27/1980,m,562,,
B92,3/13/1980,f,760,,
B93,2/26/1980,m,759,,
B94,2/11/1980,m,375,,
B95,3/7/1980,m,417,,
B96,2/5/1980,f,LA,,
B97,2/29/1980,f,617,,
B98,3/16/1980,m,485,,
B99,4/10/1980,f,9V,,
BA,1/1/1957,m,EW,,
BA0,7/26/2017,m,1G0,4G6,1G0
BA1,6/3/2018,m,5O0,1F2,5O0
BA2,8/20/2018,f,1I7,4E2,1I7
BA3,6/28/2018,f,1S6,2O1,1S6
BA4,8/22/2018,f,0M3,25R,0M3
BA5,7/17/2017,m,2I3,7O4,2I3
BA6,6/16/2018,m,0S1,9K2,0S1
BA7,8/3/2018,f,2E4,61R,2E4
BA8,7/26/2018,f,4C5,0M1,4C5
BA9,6/18/2018,m,2F0,4L9,2F0
BB,1/30/1959,f,070,,
BB0,9/22/2018,m,3F4,3I3,3F4
BB1,7/2/2018,f,7A8,3I3,7A8
BB2,7/1/2018,m,2S2,2C6,2S2
BB3,9/15/2018,f,1I6,2N8,1I6
BB4,10/29/2018,m,1B0,3I6,1B0
BB5,7/30/2018,f,78I,33T,78I
BB6,9/3/2018,m,2G8,7B3,2G8
BB7,8/2/2018,f,8Q7,0H3,8Q7
BB9,8/24/2019,f,2J8,,
BC,1/1/1957,m,?,,
BC0,7/4/2019,f,0I5,,
BC2,7/6/2019,f,6O0,,
BC3,9/17/2019,f,6Q2,,
BC4,6/26/2019,m,4C2,,
BC6,7/15/2019,f,63V,,
BC7,7/10/2019,m,8T8,,
BC9,5/22/2019,m,8P3,,
BD,1/1/1957,m,?,,
BD3,6/29/2019,f,82L,,
BD4,9/7/2019,f,6Q4,,
BD5,7/5/2019,f,6C0,,
BD8,6/12/2019,f,5Q8,,
BE,1/1/1957,m,?,,
BE0,6/25/2019,m,8J8,,
BE1,9/5/2019,f,2A7,,
BE2,6/15/2019,f,9N1,,
BE4,6/8/2019,m,8E8,,
BE6,7/7/2019,f,5K3,,
BF6,5/29/2019,f,2A5,,
BF8,7/7/2019,f,1L5,,
BG,3/1/1959,f,22,,
BG1,6/17/2019,m,7U6,,
BG4,9/24/2019,f,79Z,,
BG6,9/23/2019,f,0K2,,
BG8,6/18/2019,m,9T1,,
BH,3/1/1959,f,22,,
BH0,6/22/2019,f,6T9,,
BH1,7/10/2019,m,1X4,,
BH3,6/21/2019,m,8J0,,
BH7,6/16/2019,m,50I,,
BI3,7/21/2019,f,6S4,,
BI6,10/1/2019,m,0K7,,
BJ,1/1/1958,f,AT,,
BK,3/25/1958,m,020,,
BL,1/1/1957,f,020,,
BL0,7/13/2019,m,9M6,,
BL2,8/11/2019,f,55V,,
BL6,8/19/2019,f,7W2,,
BL7,7/7/2019,f,1S9,,
BM,2/22/1958,m,011,,
BM1,5/20/2019,m,85V,,
BM2,7/12/2019,f,0E1,,
BM3,6/3/2019,f,1T2,,
BM4,7/9/2019,m,7T6,,
BM5,7/17/2019,f,7T2,,
BM8,7/21/2019,f,8W1,,
BN,4/18/1957,f,093,,
BN0,7/4/2019,f,90P,,
BN6,6/27/2019,m,83Z,,
BO1,6/22/2019,f,4A0,,
BO2,6/22/2019,f,2C8,,
BO5,7/11/2019,f,31V,,
BO6,6/12/2019,f,2M0,,
BP,4/24/1958,f,093,,
BP1,8/24/2019,f,0A9,,
BP2,9/9/2019,m,8U6,,
BP5,7/5/2019,m,37P,,
BP6,7/7/2019,f,2Q6,,
BP8,6/15/2019,m,8S0,,
BQ,2/20/1959,f,130,,
BQ0,7/12/2019,m,1M0,,
BQ1,5/28/2019,m,4L5,,
BQ2,7/14/2019,m,9L7,,
BQ3,7/10/2019,m,3M5,,
BQ4,8/1/2019,f,5R0,,
BQ5,7/20/2019,m,4B2,,
BQ8,5/26/2019,m,7J8,,
BQ9,6/25/2019,f,4I5,,
BR,1/1/1957,m,069,,
BR1,8/13/2019,f,3S3,,
BR4,5/19/2019,f,34Z,,
BS,1/1/1958,m,037,,
BS0,8/7/2019,m,1L7,,
BS1,6/29/2019,f,8M7,,
BT,2/27/1958,f,046,,
BU,1/1/1954,f,?,,
BV,1/1/1956,f,064,,
BW,1/1/1958,f,DG,,
BX,1/1/1958,f,EW,,
BY,3/18/1959,f,106,,
BZ,2/1/1959,m,092,,
C,3/12/1960,m,46,,
C00,2/6/1980,f,XJ,,
C01,2/6/1980,f,553,,
C02,5/7/1980,m,782,,
C03,2/14/1980,f,757,,
C04,4/20/1980,f,756,,
C05,5/26/1980,m,M7,,
C06,3/12/1980,f,790,,
C07,4/27/1980,f,646,,
C08,2/11/1980,m,673,,
C09,4/3/1980,m,741,,
C1,3/4/1965,f,S017,,
C10,2/5/1980,f,738,,
C11,2/17/1980,f,500,,
C12,5/12/1980,f,FH,,
C13,3/17/1980,f,526,,
C14,3/19/1980,m,441,,
C15,1/22/1980,f,604,,
C16,1/27/1980,f,633,,
C17,4/14/1980,f,CS,,
C18,3/11/1980,m,528,,
C19,3/1/1980,f,585,,
C2,3/19/1965,m,R004,,
C20,3/8/1980,f,438,,
C21,3/16/1980,f,733,,
C22,1/20/1980,f,OT,,
C23,3/30/1980,m,9K,,
C24,9/1/1980,f,616,,
C25,2/5/1981,m,693,,
C26,1/1/1981,f,577,,577
C27,3/30/1981,m,874,,
C28,2/16/1981,m,576,,
C29,2/16/1981,m,697,,
C3,3/6/1965,m,R010,,
C30,3/17/1981,f,838,594,
C31,4/7/1981,m,724,,
C32,5/10/1981,m,N2,,
C33,2/5/1981,m,287,,
C34,2/10/1981,f,649,,
C35,1/26/1981,m,510,,
C36,3/15/1981,m,861,,
C37,3/3/1981,m,K1,,
C38,2/16/1981,f,7L,594,
C39,1/13/1981,f,408,,
C4,1/26/1965,f,BP,,
C40,1/10/1981,f,692,,
C41,1/14/1981,m,573,,
C42,4/15/1981,m,655,,
C43,3/11/1981,m,291,,
C44,1/24/1981,f,688,,
C45,2/9/1981,m,308,,
C46,1/26/1981,m,507,,
C47,2/13/1981,f,612,,
C48,1/11/1981,f,320,,
C49,1/7/1981,m,686,,
C5,2/24/1965,m,KR,,
C50,4/30/1981,m,562,,
C51,2/7/1981,m,759,,
C52,2/26/1981,m,829,,
C53,12/31/1980,m,678,,
C54,1/24/1981,m,501,,
C55,5/15/1981,m,FH,,
C56,1/23/1981,m,470,,470
C57,3/5/1981,f,633,,
C58,2/17/1981,f,802,,
C59,1/29/1981,m,498,,
C6,3/10/1965,f,088,,
C60,2/8/1981,m,851,,
C61,1/22/1981,m,604,,
C62,1/29/1981,f,587,,
C63,2/4/1981,f,777,,777
C64,2/9/1981,f,701,,
C65,1/22/1981,m,546,,
C66,3/4/1981,m,508,,
C67,1/20/1981,m,327,,
C68,3/3/1981,m,679,,
C69,3/30/1981,m,757,,
C7,2/12/1964,f,R003,,
C70,1/1/1981,m,494,,
C71,1/29/1981,m,553,,
C72,1/26/1981,f,551,,
C73,2/4/1981,m,Z4,,
C74,2/10/1981,f,624,,
C75,3/4/1981,f,670,,
C76,2/28/1981,m,431,,
C77,2/17/1981,m,846,,
C78,3/14/1981,m,710,,
C79,2/1/1981,m,713,,
C8,4/14/1965,m,HL,,
C80,2/21/1981,f,606,,
C81,2/9/1981,m,731,,
C82,2/16/1981,m,671,,
C83,3/31/1981,m,668,,
C84,2/8/1981,m,258,,
C85,2/3/1981,m,723,,
C86,4/13/1981,m,854,,
C87,1/26/1981,f,FB,,
C88,1/28/1981,m,FC,,
C89,2/24/1981,m,XJ,,
C9,2/9/1965,m,IK,,
C90,1/20/1981,f,809,,
C91,1/22/1981,f,458,,
C92,3/2/1981,m,625,,
C93,2/16/1981,f,681,,
C94,2/2/1981,m,729,,
C95,1/25/1981,f,685,,
C96,1/25/1981,m,571,,
C97,1/13/1981,f,WE,,
C98,2/21/1981,m,530,,
C99,2/4/1981,m,674,,
CA,3/1/1958,m,038,,
CB,4/5/1959,m,088,,
CD,1/1/1954,f,?,,
CE,3/3/1959,m,117,,
CG,1/1/1957,f,DM,,
CH,1/1/1958,f,AE,,
CJ,1/1/1954,f,?,,
CK,1/1/1958,m,BU,,
CL,1/1/1951,m,?,,
CM,4/15/1959,f,049,,
CP,1/1/1958,f,DM,,
CQ,1/1/1958,f,057,,
CR,3/1/1959,m,080,,
CS,4/17/1959,f,116,,
CT,1/1/1957,m,?,,
CU,1/1/1954,f,?,,
CV,4/1/1959,m,CU,,
CW,1/1/1957,m,?,,
CX,1/1/1958,f,?,,
CY,1/1/1958,m,022,,
CZ,1/1/1958,m,076,,
D,4/20/1960,m,DA,,
D01,2/10/1981,m,518,,
D02,4/15/1981,m,WX,,
D03,4/26/1981,m,585,,
D05,2/7/1981,f,234,,
D06,2/26/1981,m,293,,
D07,4/24/1981,f,441,,
D08,2/12/1981,m,584,,
D09,2/14/1981,f,808,,
D1,4/22/1965,m,CM,,
D10,1/25/1981,m,745,,
D11,1/13/1981,m,803,,
D12,2/22/1981,f,572,,
D13,2/25/1981,m,432,,
D14,4/23/1981,m,480,,
D15,2/18/1981,f,294,,
D16,2/1/1981,f,842,626,
D17,1/26/1981,m,405,,
D18,2/27/1981,m,404,,
D19,3/14/1981,m,660,,
D2,3/5/1965,m,R002,,
D20,12/29/1980,f,411,,
D21,1/8/1981,f,700,,
D22,2/3/1981,m,820,,
D23,3/3/1981,f,WF,,
D24,2/1/1981,f,763,,
D25,5/5/1981,m,348,,
D26,2/7/1981,m,500,,
D27,2/22/1981,m,682,,
D28,2/21/1981,m,704,,
D29,2/27/1981,f,601,,
D3,3/12/1965,m,KK,,
D30,2/9/1981,f,7H,,
D31,2/16/1981,f,814,,
D32,2/8/1981,m,8K,,
D33,1/22/1981,f,603,,
D34,2/13/1981,f,643,831,
D35,3/23/1981,m,YL,,
D36,2/4/1981,f,613,,
D37,1/1/1981,m,V7,,
D38,1/5/1981,m,676,,
D39,12/29/1980,m,420,,
D4,2/26/1965,m,HE,,
D40,1/1/1981,f,555,,
D41,3/1/1981,m,644,,
D42,2/8/1981,m,554,,
D43,2/8/1981,f,375,,
D44,12/29/1980,m,416,,
D45,2/16/1981,f,238,,
D46,4/19/1981,m,565,,
D47,2/7/1981,f,617,,
D48,3/1/1981,f,503,,
D49,2/4/1981,f,474,,
D5,4/3/1965,f,CQ,,
D50,5/10/1981,f,747,,
D51,2/10/1981,f,317,,
D52,3/27/1981,m,869,,869
D53,1/26/1981,m,233,,
D54,2/3/1981,f,827,,
D55,2/12/1981,m,798,,
D56,2/5/1981,m,563,,
D57,5/3/1981,f,740,,
D58,2/6/1981,m,262,,
D59,2/7/1981,f,526,,
D6,6/14/1965,m,JH,,
D60,2/1/1981,f,656,,
D61,2/3/1981,m,P8,,
D62,1/25/1981,m,472,,
D63,7/3/1981,m,9V,,
D64,5/11/1981,m,736,,
D65,2/26/1981,m,OT,,
D66,3/5/1981,f,796,,
D67,4/28/1981,m,832,,
D68,2/8/1981,m,844,708,844
D69,6/13/1981,f,699,,699
D7,2/26/1965,m,EK,,
D70,5/23/1981,f,751,,
D71,6/4/1981,m,446,,
D72,3/20/1981,f,793,,
D73,2/15/1982,m,585,,
D74,3/11/1982,f,898,,
D75,2/26/1982,f,803,,
D76,3/5/1982,f,441,,
D77,2/22/1982,f,913,,
D78,1/26/1982,m,500,,
D79,2/21/1982,f,530,,
D8,3/21/1965,f,LW,,
D80,2/3/1982,f,587,,
D81,2/2/1982,f,798,,
D82,2/21/1982,f,470,,470
D83,2/4/1982,f,971,,971
D84,3/2/1982,m,808,,
D85,1/17/1982,f,941,,
D86,2/24/1982,f,802,,
D87,1/13/1982,f,528,,
D88,3/31/1982,f,747,,
D89,1/17/1982,f,233,,
D9,5/18/1964,f,CH,,
D90,2/15/1982,f,676,,
D91,2/10/1982,m,745,,
D92,2/10/1982,f,262,,
D93,2/21/1982,f,454,,
D94,1/3/1982,f,673,,
D95,2/23/1982,m,840,,
D96,4/11/1982,f,K1,,
D97,1/28/1982,f,777,,777
D98,1/23/1982,f,953,,953
D99,4/6/1982,f,317,,
DA,1/1/1954,f,?,,
DB,3/1/1959,m,DA,,
DC,4/6/1958,f,003,,
DD,3/30/1958,f,065,,
DE,4/1/1959,m,AE,,
DG,1/1/1954,f,?,,
DH,5/15/1959,m,DG,,
DJ,6/15/1959,f,CJ,,
DK,3/10/1959,m,024,,
DL,1/1/1958,f,AC,,
DM,1/1/1954,f,?,,
DN,1/1/1957,f,?,,
DP,1/1/1958,m,DA,,
DR,4/1/1959,f,007,,
DS,3/19/1959,m,085,,
DT,3/12/1959,f,R003,,
DU,1/1/1958,m,?,,
DV,3/20/1958,m,109,,
DW,3/26/1958,m,119,,
DX,1/1/1958,m,R003,,
DY,1/1/1954,m,?,,
DZ,1/1/1958,f,RB,,
E,5/30/1960,f,DG,,
E00,2/12/1982,m,909,642,
E01,2/1/1982,m,526,,
E02,1/29/1982,m,443,,
E03,2/12/1982,m,897,,
E04,3/11/1982,f,348,,348
E05,3/8/1982,m,896,,
E06,2/1/1982,f,476,,
